"station","year","month","precipitation","month_id"
"45","2002","APR",0,4
"45","2002","MAY",0,5
"45","2002","JUN",413,6
"45","2002","JUL",160,7
"45","2002","AUG",446,8
"45","2002","SEP",0,9
"45","2002","OCT",0,10
"45","2002","NOV",17,11
"45","2002","DEC",44,12
"ERIOP","2002","JAN",17,1
"ERIOP","2002","FEB",0,2
"ERIOP","2002","MAR",0,3
"ERIOP","2002","APR",0,4
"ERIOP","2002","MAY",0,5
"ERIOP","2002","JUN",396,6
"ERIOP","2002","JUL",105,7
"ERIOP","2002","AUG",330,8
"ERIOP","2002","SEP",0,9
"ERIOP","2002","OCT",0,10
"ERIOP","2002","NOV",72,11
"ERIOP","2002","DEC",72,12
"RUELA","2002","JAN",6,1
"RUELA","2002","FEB",0,2
"RUELA","2002","MAR",0,3
"RUELA","2002","APR",0,4
"RUELA","2002","MAY",0,5
"RUELA","2002","JUN",501,6
"RUELA","2002","JUL",149,7
"RUELA","2002","AUG",358,8
"RUELA","2002","SEP",0,9
"RUELA","2002","OCT",0,10
"RUELA","2002","NOV",44,11
"RUELA","2002","DEC",110,12
"HUERF","2002","JAN",11,1
"HUERF","2002","FEB",0,2
"HUERF","2002","MAR",0,3
"HUERF","2002","APR",0,4
"HUERF","2002","MAY",0,5
"HUERF","2002","JUN",468,6
"HUERF","2002","JUL",143,7
"HUERF","2002","AUG",286,8
"HUERF","2002","SEP",0,9
"HUERF","2002","OCT",0,10
"HUERF","2002","NOV",0,11
"HUERF","2002","DEC",33,12
"LIMST","2002","JAN",11,1
"LIMST","2002","FEB",0,2
"LIMST","2002","MAR",0,3
"LIMST","2002","APR",0,4
"LIMST","2002","MAY",0,5
"LIMST","2002","JUN",341,6
"LIMST","2002","JUL",154,7
"LIMST","2002","AUG",369,8
"LIMST","2002","SEP",0,9
"LIMST","2002","OCT",5,10
"LIMST","2002","NOV",50,11
"LIMST","2002","DEC",44,12
"NE","2002","JAN",6,1
"NE","2002","FEB",0,2
"NE","2002","MAR",0,3
"NE","2002","APR",0,4
"NE","2002","MAY",0,5
"NE","2002","JUN",347,6
"NE","2002","JUL",165,7
"NE","2002","AUG",374,8
"NE","2002","SEP",0,9
"NE","2002","OCT",0,10
"NE","2002","NOV",78,11
"NE","2002","DEC",61,12
"DESRI","2002","JAN",11,1
"DESRI","2002","FEB",0,2
"DESRI","2002","MAR",0,3
"DESRI","2002","APR",0,4
"DESRI","2002","MAY",0,5
"DESRI","2002","JUN",341,6
"DESRI","2002","JUL",226,7
"DESRI","2002","AUG",319,8
"DESRI","2002","SEP",0,9
"DESRI","2002","OCT",0,10
"DESRI","2002","NOV",55,11
"DESRI","2002","DEC",83,12
"164","2002","JAN",0,1
"164","2002","FEB",0,2
"164","2002","MAR",0,3
"164","2002","APR",0,4
"164","2002","MAY",0,5
"164","2002","JUN",286,6
"164","2002","JUL",286,7
"164","2002","AUG",231,8
"164","2002","SEP",0,9
"164","2002","OCT",0,10
"164","2002","NOV",61,11
"164","2002","DEC",55,12
"NW","2002","JAN",0,1
"NW","2002","FEB",0,2
"NW","2002","MAR",0,3
"NW","2002","APR",0,4
"NW","2002","MAY",0,5
"NW","2002","JUN",501,6
"NW","2002","JUL",176,7
"NW","2002","AUG",347,8
"NW","2002","SEP",0,9
"NW","2002","OCT",0,10
"NW","2002","NOV",50,11
"NW","2002","DEC",94,12
"DESST","2002","JAN",6,1
"DESST","2002","FEB",0,2
"DESST","2002","MAR",0,3
"DESST","2002","APR",0,4
"DESST","2002","MAY",0,5
"DESST","2002","JUN",451,6
"DESST","2002","JUL",187,7
"DESST","2002","AUG",308,8
"DESST","2002","SEP",0,9
"DESST","2002","OCT",0,10
"DESST","2002","NOV",17,11
"DESST","2002","DEC",50,12
"MUHLE","2002","JAN",22,1
"MUHLE","2002","FEB",0,2
"MUHLE","2002","MAR",0,3
"MUHLE","2002","APR",0,4
"MUHLE","2002","MAY",0,5
"MUHLE","2002","JUN",468,6
"MUHLE","2002","JUL",204,7
"MUHLE","2002","AUG",352,8
"MUHLE","2002","SEP",0,9
"MUHLE","2002","OCT",0,10
"MUHLE","2002","NOV",55,11
"MUHLE","2002","DEC",83,12
"PAST3","2002","JAN",11,1
"PAST3","2002","FEB",0,2
"PAST3","2002","MAR",0,3
"PAST3","2002","APR",0,4
"PAST3","2002","MAY",0,5
"PAST3","2002","JUN",413,6
"PAST3","2002","JUL",215,7
"PAST3","2002","AUG",374,8
"PAST3","2002","SEP",0,9
"PAST3","2002","OCT",0,10
"PAST3","2002","NOV",50,11
"PAST3","2002","DEC",160,12
"AMADO","2002","JAN",17,1
"AMADO","2002","FEB",0,2
"AMADO","2002","MAR",0,3
"AMADO","2002","APR",0,4
"AMADO","2002","MAY",0,5
"AMADO","2002","JUN",358,6
"AMADO","2002","JUL",231,7
"AMADO","2002","AUG",380,8
"AMADO","2002","SEP",0,9
"AMADO","2002","OCT",0,10
"AMADO","2002","NOV",50,11
"AMADO","2002","DEC",66,12
"GRARI","2002","JAN",17,1
"GRARI","2002","FEB",0,2
"GRARI","2002","MAR",0,3
"GRARI","2002","APR",0,4
"GRARI","2002","MAY",0,5
"GRARI","2002","JUN",308,6
"GRARI","2002","JUL",198,7
"GRARI","2002","AUG",319,8
"GRARI","2002","SEP",0,9
"GRARI","2002","OCT",0,10
"GRARI","2002","NOV",28,11
"GRARI","2002","DEC",72,12
"SW","2002","JAN",22,1
"SW","2002","FEB",0,2
"SW","2002","MAR",0,3
"SW","2002","APR",0,4
"SW","2002","MAY",0,5
"SW","2002","JUN",468,6
"SW","2002","JUL",319,7
"SW","2002","AUG",308,8
"SW","2002","SEP",0,9
"SW","2002","OCT",0,10
"SW","2002","NOV",55,11
"SW","2002","DEC",28,12
"41","2002","JAN",33,1
"41","2002","FEB",6,2
"41","2002","MAR",0,3
"41","2002","APR",0,4
"41","2002","MAY",0,5
"41","2002","JUN",429,6
"41","2002","JUL",402,7
"41","2002","AUG",380,8
"41","2002","SEP",0,9
"41","2002","OCT",0,10
"41","2002","NOV",50,11
"41","2002","DEC",72,12
"WHITE","2002","JAN",66,1
"WHITE","2002","FEB",22,2
"WHITE","2002","MAR",0,3
"WHITE","2002","APR",0,4
"WHITE","2002","MAY",0,5
"WHITE","2002","JUN",198,6
"WHITE","2002","JUL",143,7
"WHITE","2002","SEP",0,9
"WHITE","2002","OCT",0,10
"WHITE","2002","NOV",39,11
"WHITE","2002","DEC",50,12
"ROAD","2002","JAN",44,1
"ROAD","2002","FEB",11,2
"ROAD","2002","MAR",0,3
"ROAD","2002","APR",0,4
"ROAD","2002","MAY",0,5
"ROAD","2002","JUN",413,6
"ROAD","2002","JUL",275,7
"ROAD","2002","AUG",429,8
"ROAD","2002","SEP",0,9
"ROAD","2002","OCT",0,10
"ROAD","2002","NOV",50,11
"ROAD","2002","DEC",55,12
"FORES","2003","JAN",5,1
"FORES","2003","FEB",172,2
"FORES","2003","MAR",34,3
"FORES","2003","APR",7,4
"FORES","2003","MAY",14,5
"FORES","2003","JUN",0,6
"FORES","2003","JUL",447,7
"FORES","2003","AUG",237,8
"FORES","2003","SEP",223,9
"FORES","2003","OCT",93,10
"FORES","2003","NOV",168,11
"FORES","2003","DEC",79,12
"DESGR","2003","JAN",0,1
"DESGR","2003","FEB",160,2
"DESGR","2003","MAR",21,3
"DESGR","2003","MAY",14,5
"DESGR","2003","JUN",3,6
"DESGR","2003","JUL",457,7
"DESGR","2003","AUG",220,8
"DESGR","2003","SEP",172,9
"DESGR","2003","OCT",72,10
"DESGR","2003","NOV",107,11
"DESGR","2003","DEC",55,12
"RODEN","2003","JAN",22,1
"RODEN","2003","FEB",117,2
"RODEN","2003","MAR",21,3
"RODEN","2003","APR",7,4
"RODEN","2003","MAY",7,5
"RODEN","2003","JUN",7,6
"RODEN","2003","JUL",340,7
"RODEN","2003","AUG",313,8
"RODEN","2003","SEP",107,9
"RODEN","2003","OCT",69,10
"RODEN","2003","NOV",103,11
"RODEN","2003","DEC",52,12
"IBP","2003","JAN",0,1
"IBP","2003","FEB",107,2
"IBP","2003","MAR",22,3
"IBP","2003","APR",5,4
"IBP","2003","MAY",7,5
"IBP","2003","JUN",0,6
"IBP","2003","JUL",375,7
"IBP","2003","AUG",296,8
"IBP","2003","SEP",72,9
"IBP","2003","OCT",69,10
"IBP","2003","NOV",103,11
"IBP","2003","DEC",58,12
"PARKE","2003","FEB",155,2
"PARKE","2003","MAR",41,3
"PARKE","2003","APR",17,4
"PARKE","2003","MAY",17,5
"PARKE","2003","JUN",0,6
"PARKE","2003","JUL",471,7
"PARKE","2003","AUG",447,8
"PARKE","2003","SEP",162,9
"PARKE","2003","OCT",89,10
"PARKE","2003","NOV",113,11
"PARKE","2003","DEC",72,12
"BOX","2003","JAN",0,1
"BOX","2003","FEB",152,2
"BOX","2003","MAR",21,3
"BOX","2003","APR",0,4
"BOX","2003","MAY",152,5
"BOX","2003","JUN",17,6
"BOX","2003","JUL",471,7
"BOX","2003","AUG",337,8
"BOX","2003","SEP",89,9
"BOX","2003","OCT",79,10
"BOX","2003","NOV",117,11
"BOX","2003","DEC",38,12
"45","2003","JAN",0,1
"45","2003","FEB",128,2
"45","2003","MAR",17,3
"45","2003","APR",7,4
"45","2003","MAY",7,5
"45","2003","JUN",7,6
"45","2003","JUL",392,7
"45","2003","AUG",234,8
"45","2003","SEP",100,9
"45","2003","OCT",76,10
"45","2003","NOV",96,11
"45","2003","DEC",58,12
"ERIOP","2003","JAN",0,1
"ERIOP","2003","FEB",89,2
"ERIOP","2003","MAR",14,3
"ERIOP","2003","APR",3.4375,4
"ERIOP","2003","MAY",3.4375,5
"ERIOP","2003","JUN",3.4375,6
"ERIOP","2003","JUL",395.3125,7
"ERIOP","2003","AUG",79.0625,8
"ERIOP","2003","SEP",192.5,9
"ERIOP","2003","OCT",72.1875,10
"ERIOP","2003","NOV",106.5625,11
"ERIOP","2003","DEC",58.4375,12
"RUELA","2003","JAN",0,1
"RUELA","2003","FEB",100,2
"RUELA","2003","MAR",21,3
"RUELA","2003","APR",6.875,4
"RUELA","2003","MAY",3.4375,5
"RUELA","2003","JUN",3.4375,6
"RUELA","2003","JUL",398.75,7
"RUELA","2003","AUG",171.875,8
"RUELA","2003","SEP",68.75,9
"RUELA","2003","OCT",85.9375,10
"RUELA","2003","NOV",123.75,11
"RUELA","2003","DEC",65.3125,12
"HUERF","2003","JAN",17,1
"HUERF","2003","FEB",91,2
"HUERF","2003","MAR",17,3
"HUERF","2003","APR",14,4
"HUERF","2003","MAY",7,5
"HUERF","2003","JUN",0,6
"HUERF","2003","JUL",533,7
"HUERF","2003","AUG",189,8
"HUERF","2003","SEP",69,9
"HUERF","2003","OCT",79,10
"HUERF","2003","NOV",172,11
"HUERF","2003","DEC",79,12
"LIMST","2003","JAN",0,1
"LIMST","2003","FEB",105,2
"LIMST","2003","MAR",15,3
"LIMST","2003","APR",6.875,4
"LIMST","2003","MAY",0,5
"LIMST","2003","JUN",0,6
"LIMST","2003","JUL",391.875,7
"LIMST","2003","AUG",165,8
"LIMST","2003","SEP",72.1875,9
"LIMST","2003","OCT",68.75,10
"LIMST","2003","NOV",175.3125,11
"LIMST","2003","DEC",72.1875,12
"NE","2003","FEB",96,2
"NE","2003","MAR",7,3
"NE","2003","APR",6.875,4
"NE","2003","MAY",0,5
"NE","2003","JUN",0,6
"NE","2003","JUL",250.9375,7
"NE","2003","AUG",127.1875,8
"NE","2003","SEP",110,9
"NE","2003","OCT",65.3125,10
"NE","2003","NOV",110,11
"NE","2003","DEC",68.75,12
"DESRI","2003","FEB",91,2
"DESRI","2003","MAR",5,3
"DESRI","2003","APR",12.03125,4
"DESRI","2003","MAY",0,5
"DESRI","2003","JUN",3.4375,6
"DESRI","2003","JUL",326.5625,7
"DESRI","2003","AUG",158.125,8
"DESRI","2003","SEP",82.5,9
"DESRI","2003","OCT",72.1875,10
"DESRI","2003","NOV",130.625,11
"DESRI","2003","DEC",61.875,12
"164","2003","JAN",0,1
"164","2003","FEB",121,2
"164","2003","MAR",3,3
"164","2003","APR",13.75,4
"164","2003","MAY",0,5
"164","2003","JUN",3.4375,6
"164","2003","JUL",240.625,7
"164","2003","AUG",72.1875,8
"164","2003","SEP",123.75,9
"164","2003","OCT",85.9375,10
"164","2003","NOV",130.625,11
"164","2003","DEC",58.4375,12
"NW","2003","JAN",0,1
"NW","2003","FEB",149,2
"NW","2003","MAR",2,3
"NW","2003","APR",6.875,4
"NW","2003","MAY",3.4375,5
"NW","2003","JUN",6.875,6
"NW","2003","JUL",213.125,7
"NW","2003","AUG",106.5625,8
"NW","2003","SEP",127.1875,9
"NW","2003","OCT",72.1875,10
"NW","2003","NOV",79.0625,11
"NW","2003","DEC",30.9375,12
"DESST","2003","JAN",5,1
"DESST","2003","FEB",142,2
"DESST","2003","MAR",24,3
"DESST","2003","APR",10.3125,4
"DESST","2003","MAY",13.75,5
"DESST","2003","JUN",0,6
"DESST","2003","JUL",250.9375,7
"DESST","2003","AUG",103.125,8
"DESST","2003","SEP",127.1875,9
"DESST","2003","OCT",68.75,10
"DESST","2003","NOV",89.375,11
"DESST","2003","DEC",51.5625,12
"MUHLE","2003","JAN",5,1
"MUHLE","2003","FEB",128,2
"MUHLE","2003","MAR",22,3
"MUHLE","2003","APR",12,4
"MUHLE","2003","MAY",7,5
"MUHLE","2003","JUN",7,6
"MUHLE","2003","JUL",492,7
"MUHLE","2003","AUG",168,8
"MUHLE","2003","SEP",89,9
"MUHLE","2003","OCT",86,10
"MUHLE","2003","NOV",100,11
"MUHLE","2003","DEC",62,12
"PAST3","2003","JAN",0,1
"PAST3","2003","FEB",135,2
"PAST3","2003","MAR",14,3
"PAST3","2003","APR",3.4375,4
"PAST3","2003","MAY",10.3125,5
"PAST3","2003","JUN",0,6
"PAST3","2003","JUL",405.625,7
"PAST3","2003","AUG",99.6875,8
"PAST3","2003","SEP",61.875,9
"PAST3","2003","OCT",68.75,10
"PAST3","2003","NOV",48.125,11
"PAST3","2003","DEC",37.8125,12
"AMADO","2003","JAN",0,1
"AMADO","2003","FEB",193,2
"AMADO","2003","MAR",3,3
"AMADO","2003","APR",0,4
"AMADO","2003","MAY",0,5
"AMADO","2003","JUN",0,6
"AMADO","2003","JUL",409,7
"AMADO","2003","AUG",210,8
"GRARI","2003","JAN",0,1
"GRARI","2003","FEB",133,2
"GRARI","2003","MAR",21,3
"GRARI","2003","APR",3.4375,4
"GRARI","2003","MAY",0,5
"GRARI","2003","JUN",0,6
"GRARI","2003","JUL",446.875,7
"GRARI","2003","AUG",147.8125,8
"GRARI","2003","SEP",106.5625,9
"GRARI","2003","OCT",89.375,10
"GRARI","2003","NOV",72.1875,11
"GRARI","2003","DEC",34.375,12
"SW","2003","JAN",0,1
"SW","2003","FEB",137,2
"SW","2003","MAR",41,3
"SW","2003","APR",6.875,4
"SW","2003","MAY",0,5
"SW","2003","JUN",0,6
"SW","2003","JUL",402.1875,7
"SW","2003","AUG",89.375,8
"SW","2003","SEP",206.25,9
"SW","2003","OCT",110,10
"SW","2003","NOV",48.125,11
"SW","2003","DEC",30.9375,12
"41","2003","JAN",5,1
"41","2003","FEB",206,2
"41","2003","MAR",26,3
"41","2003","APR",10,4
"41","2003","MAY",3,5
"41","2003","JUN",3,6
"41","2003","JUL",347,7
"41","2003","AUG",344,8
"41","2003","SEP",65,9
"41","2003","OCT",86,10
"41","2003","NOV",144,11
"41","2003","DEC",62,12
"WHITE","2003","JAN",0,1
"WHITE","2003","FEB",177,2
"ROAD","2003","JAN",5,1
"ROAD","2003","FEB",184,2
"ROAD","2003","MAR",24,3
"ROAD","2003","MAY",41,5
"ROAD","2003","JUL",516,7
"ROAD","2003","AUG",333,8
"ROAD","2003","SEP",144,9
"ROAD","2003","OCT",83,10
"ROAD","2003","NOV",110,11
"ROAD","2003","DEC",69,12
"FORES","2004","JAN",99.6875,1
"FORES","2004","FEB",127.1875,2
"FORES","2004","MAR",106.5625,3
"FORES","2004","APR",76,4
"FORES","2004","MAY",0,5
"FORES","2004","JUN",31,6
"FORES","2004","JUL",457,7
"FORES","2004","AUG",107,8
"FORES","2004","SEP",7,9
"FORES","2004","OCT",117,10
"FORES","2004","NOV",48,11
"FORES","2004","DEC",65,12
"DESGR","2004","JAN",79.0625,1
"DESGR","2004","FEB",103.125,2
"DESGR","2004","MAR",113.4375,3
"DESGR","2004","APR",72,4
"DESGR","2004","MAY",0,5
"DESGR","2004","JUN",34,6
"DESGR","2004","JUL",509,7
"DESGR","2004","AUG",141,8
"DESGR","2004","SEP",21,9
"DESGR","2004","OCT",113,10
"DESGR","2004","NOV",14,11
"DESGR","2004","DEC",84,12
"RODEN","2004","JAN",41.25,1
"RODEN","2004","FEB",30.9375,2
"RODEN","2004","MAR",110,3
"RODEN","2004","APR",38,4
"RODEN","2004","MAY",0,5
"RODEN","2004","JUN",21,6
"RODEN","2004","JUL",323,7
"RODEN","2004","AUG",175,8
"RODEN","2004","OCT",124,10
"RODEN","2004","NOV",17,11
"RODEN","2004","DEC",66,12
"IBP","2004","JAN",79.0625,1
"IBP","2004","FEB",113.4375,2
"IBP","2004","MAR",99.6875,3
"IBP","2004","APR",65,4
"IBP","2004","MAY",0,5
"IBP","2004","JUL",402,7
"IBP","2004","AUG",93,8
"IBP","2004","SEP",14,9
"IBP","2004","NOV",34,11
"IBP","2004","DEC",51,12
"PARKE","2004","JAN",130.625,1
"PARKE","2004","FEB",96.25,2
"PARKE","2004","MAR",85.9375,3
"PARKE","2004","APR",69,4
"PARKE","2004","MAY",0,5
"PARKE","2004","JUN",3,6
"PARKE","2004","JUL",306,7
"PARKE","2004","AUG",103,8
"PARKE","2004","OCT",72,10
"PARKE","2004","NOV",41,11
"PARKE","2004","DEC",67,12
"BOX","2004","JAN",82.5,1
"BOX","2004","FEB",106.5625,2
"BOX","2004","MAR",99.6875,3
"BOX","2004","APR",86,4
"BOX","2004","MAY",0,5
"BOX","2004","JUN",14,6
"BOX","2004","JUL",430,7
"BOX","2004","AUG",127,8
"BOX","2004","SEP",41,9
"BOX","2004","OCT",110,10
"BOX","2004","NOV",38,11
"BOX","2004","DEC",68,12
"45","2004","JAN",65.3125,1
"45","2004","FEB",41.25,2
"45","2004","MAR",99.6875,3
"45","2004","APR",72,4
"45","2004","MAY",0,5
"45","2004","JUN",14,6
"45","2004","JUL",416,7
"45","2004","AUG",162,8
"45","2004","SEP",41,9
"45","2004","OCT",110,10
"45","2004","NOV",21,11
"45","2004","DEC",58,12
"ERIOP","2004","JAN",79.0625,1
"ERIOP","2004","FEB",44.6875,2
"ERIOP","2004","MAR",68.75,3
"ERIOP","2004","APR",72,4
"ERIOP","2004","MAY",0,5
"ERIOP","2004","JUN",21,6
"ERIOP","2004","JUL",605,7
"ERIOP","2004","AUG",96,8
"ERIOP","2004","SEP",24,9
"ERIOP","2004","OCT",120,10
"ERIOP","2004","NOV",21,11
"ERIOP","2004","DEC",59,12
"RUELA","2004","JAN",85.9375,1
"RUELA","2004","FEB",103.125,2
"RUELA","2004","MAY",0,5
"RUELA","2004","JUN",7,6
"RUELA","2004","JUL",471,7
"RUELA","2004","AUG",62,8
"RUELA","2004","SEP",24,9
"RUELA","2004","OCT",69,10
"RUELA","2004","NOV",24,11
"RUELA","2004","DEC",41,12
"HUERF","2004","JAN",89.375,1
"HUERF","2004","FEB",55,2
"HUERF","2004","MAR",106.5625,3
"HUERF","2004","APR",86,4
"HUERF","2004","MAY",0,5
"HUERF","2004","JUL",684,7
"HUERF","2004","AUG",168,8
"HUERF","2004","SEP",28,9
"HUERF","2004","OCT",134,10
"HUERF","2004","NOV",31,11
"HUERF","2004","DEC",70,12
"LIMST","2004","JAN",61.875,1
"LIMST","2004","FEB",51.5625,2
"LIMST","2004","MAR",116.875,3
"LIMST","2004","APR",65,4
"LIMST","2004","MAY",0,5
"LIMST","2004","JUN",17,6
"LIMST","2004","JUL",399,7
"LIMST","2004","AUG",83,8
"LIMST","2004","SEP",24,9
"LIMST","2004","OCT",127,10
"LIMST","2004","NOV",28,11
"LIMST","2004","DEC",61,12
"NE","2004","JAN",61.875,1
"NE","2004","FEB",55,2
"NE","2004","MAR",130.625,3
"NE","2004","APR",58,4
"NE","2004","MAY",0,5
"NE","2004","JUN",45,6
"NE","2004","JUL",196,7
"NE","2004","AUG",96,8
"NE","2004","SEP",55,9
"NE","2004","OCT",134,10
"NE","2004","NOV",31,11
"NE","2004","DEC",53,12
"DESRI","2004","JAN",75.625,1
"DESRI","2004","FEB",24.0625,2
"DESRI","2004","MAR",72.1875,3
"DESRI","2004","APR",48,4
"DESRI","2004","MAY",0,5
"DESRI","2004","JUN",7,6
"DESRI","2004","JUL",426,7
"DESRI","2004","AUG",134,8
"DESRI","2004","SEP",14,9
"DESRI","2004","OCT",103,10
"DESRI","2004","NOV",34,11
"DESRI","2004","DEC",53,12
"164","2004","JAN",68.75,1
"164","2004","FEB",20.625,2
"164","2004","MAR",72.1875,3
"164","2004","APR",48,4
"164","2004","MAY",0,5
"164","2004","JUN",10,6
"164","2004","JUL",323,7
"164","2004","AUG",120,8
"164","2004","SEP",52,9
"164","2004","OCT",89,10
"164","2004","NOV",34,11
"164","2004","DEC",51,12
"NW","2004","JAN",51.5625,1
"NW","2004","FEB",41.25,2
"NW","2004","MAR",113.4375,3
"NW","2004","APR",34,4
"NW","2004","MAY",0,5
"NW","2004","JUN",17,6
"NW","2004","JUL",385,7
"NW","2004","AUG",110,8
"NW","2004","SEP",31,9
"NW","2004","OCT",65,10
"NW","2004","NOV",28,11
"NW","2004","DEC",54,12
"DESST","2004","JAN",55,1
"DESST","2004","FEB",48.125,2
"DESST","2004","MAR",134.0625,3
"DESST","2004","APR",62,4
"DESST","2004","MAY",0,5
"DESST","2004","JUN",24,6
"DESST","2004","JUL",602,7
"DESST","2004","AUG",244,8
"DESST","2004","SEP",41,9
"DESST","2004","OCT",83,10
"DESST","2004","NOV",34,11
"DESST","2004","DEC",70,12
"MUHLE","2004","JAN",75.625,1
"MUHLE","2004","FEB",58.4375,2
"MUHLE","2004","MAR",134.0625,3
"MUHLE","2004","APR",58,4
"MUHLE","2004","MAY",0,5
"MUHLE","2004","JUN",21,6
"MUHLE","2004","JUL",615,7
"MUHLE","2004","AUG",210,8
"MUHLE","2004","SEP",34,9
"MUHLE","2004","OCT",144,10
"MUHLE","2004","NOV",38,11
"MUHLE","2004","DEC",83,12
"PAST3","2004","JAN",37.8125,1
"PAST3","2004","FEB",24.0625,2
"PAST3","2004","MAR",120.3125,3
"PAST3","2004","APR",55,4
"PAST3","2004","MAY",0,5
"PAST3","2004","JUN",10,6
"PAST3","2004","JUL",385,7
"PAST3","2004","AUG",168,8
"PAST3","2004","SEP",34,9
"PAST3","2004","OCT",55,10
"PAST3","2004","NOV",14,11
"PAST3","2004","DEC",67,12
"AMADO","2004","APR",76,4
"AMADO","2004","MAY",0,5
"AMADO","2004","JUN",7,6
"AMADO","2004","JUL",320,7
"AMADO","2004","AUG",134,8
"AMADO","2004","SEP",31,9
"AMADO","2004","OCT",76,10
"AMADO","2004","NOV",24,11
"AMADO","2004","DEC",78,12
"GRARI","2004","JAN",96.25,1
"GRARI","2004","FEB",37.8125,2
"GRARI","2004","MAR",107,3
"GRARI","2004","APR",93,4
"GRARI","2004","MAY",0,5
"GRARI","2004","JUN",31,6
"GRARI","2004","JUL",330,7
"GRARI","2004","AUG",65,8
"GRARI","2004","SEP",38,9
"GRARI","2004","OCT",48,10
"GRARI","2004","NOV",17,11
"GRARI","2004","DEC",74,12
"SW","2004","JAN",55,1
"SW","2004","FEB",34.375,2
"SW","2004","MAR",107,3
"SW","2004","APR",48,4
"SW","2004","MAY",0,5
"SW","2004","JUN",3,6
"SW","2004","JUL",406,7
"SW","2004","AUG",138,8
"SW","2004","SEP",48,9
"SW","2004","OCT",89,10
"SW","2004","NOV",17,11
"SW","2004","DEC",61,12
"41","2004","JAN",68.75,1
"41","2004","FEB",41.25,2
"41","2004","MAR",110,3
"41","2004","APR",45,4
"41","2004","MAY",0,5
"41","2004","JUN",17,6
"41","2004","JUL",275,7
"41","2004","AUG",120,8
"41","2004","SEP",62,9
"41","2004","OCT",113,10
"41","2004","NOV",21,11
"41","2004","DEC",85,12
"WHITE","2004","JAN",75.625,1
"WHITE","2004","FEB",85.9375,2
"WHITE","2004","APR",89,4
"WHITE","2004","MAY",0,5
"WHITE","2004","JUN",17,6
"WHITE","2004","JUL",351,7
"WHITE","2004","AUG",148,8
"WHITE","2004","SEP",21,9
"WHITE","2004","OCT",100,10
"WHITE","2004","NOV",17,11
"WHITE","2004","DEC",65,12
"ROAD","2004","JAN",72.1875,1
"ROAD","2004","FEB",58.4375,2
"ROAD","2004","MAR",124,3
"ROAD","2004","APR",52,4
"ROAD","2004","MAY",0,5
"ROAD","2004","JUN",24,6
"ROAD","2004","JUL",282,7
"ROAD","2004","AUG",206,8
"ROAD","2004","SEP",28,9
"ROAD","2004","OCT",131,10
"ROAD","2004","NOV",24,11
"ROAD","2004","DEC",74,12
"FORES","2005","JAN",262,1
"FORES","2005","FEB",102,2
"FORES","2005","MAR",48,3
"FORES","2005","APR",15.4,4
"FORES","2005","MAY",7.70000000000003,5
"FORES","2005","JUN",8.80000000000001,6
"FORES","2005","JUL",203.5,7
"FORES","2005","AUG",658.9,8
"FORES","2005","SEP",3.29999999999993,9
"FORES","2005","OCT",19.8,10
"FORES","2005","NOV",0,11
"FORES","2005","DEC",9,12
"DESGR","2005","JAN",191,1
"DESGR","2005","FEB",83,2
"DESGR","2005","MAR",39,3
"DESGR","2005","APR",14.3,4
"DESGR","2005","MAY",15.4,5
"DESGR","2005","JUN",11.0000000000001,6
"DESGR","2005","JUL",189.2,7
"DESGR","2005","AUG",562.1,8
"DESGR","2005","SEP",5.50000000000008,9
"DESGR","2005","OCT",29.7,10
"DESGR","2005","NOV",0,11
"DESGR","2005","DEC",8,12
"RODEN","2005","JAN",117,1
"RODEN","2005","FEB",67,2
"RODEN","2005","MAR",15,3
"RODEN","2005","APR",17.6,4
"RODEN","2005","MAY",79.2,5
"RODEN","2005","JUN",3.30000000000003,6
"RODEN","2005","JUL",198,7
"RODEN","2005","AUG",591.8,8
"RODEN","2005","SEP",9.89999999999998,9
"RODEN","2005","OCT",56.1,10
"RODEN","2005","NOV",0,11
"RODEN","2005","DEC",1,12
"IBP","2005","JAN",154,1
"IBP","2005","FEB",111,2
"IBP","2005","MAR",30,3
"IBP","2005","APR",14.3,4
"IBP","2005","MAY",59.4,5
"IBP","2005","JUN",3.30000000000003,6
"IBP","2005","JUL",286,7
"IBP","2005","AUG",470.8,8
"IBP","2005","SEP",7.69999999999984,9
"IBP","2005","OCT",73.7,10
"IBP","2005","NOV",0,11
"IBP","2005","DEC",5,12
"PARKE","2005","JAN",238,1
"PARKE","2005","FEB",136,2
"PARKE","2005","MAR",36,3
"PARKE","2005","APR",15.4,4
"PARKE","2005","MAY",29.7000000000001,5
"PARKE","2005","JUN",5.49999999999998,6
"PARKE","2005","JUL",210.1,7
"PARKE","2005","AUG",508.2,8
"PARKE","2005","SEP",2.20000000000015,9
"PARKE","2005","OCT",17.6,10
"PARKE","2005","NOV",0,11
"PARKE","2005","DEC",8,12
"BOX","2005","JAN",119,1
"BOX","2005","FEB",92,2
"BOX","2005","MAR",36,3
"BOX","2005","APR",13.2,4
"BOX","2005","MAY",49.5,5
"BOX","2005","JUN",3.30000000000003,6
"BOX","2005","JUL",345.4,7
"BOX","2005","AUG",496.1,8
"BOX","2005","SEP",19.8,9
"BOX","2005","OCT",39.6,10
"BOX","2005","NOV",0,11
"BOX","2005","DEC",4,12
"45","2005","JAN",117,1
"45","2005","FEB",76,2
"45","2005","MAR",25,3
"45","2005","APR",15.4,4
